id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_JerseyNumber;value_Resume;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_TeamKit;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_KickOff;value_Angle;value_Length;value_Zone;value_LongBall;value_Launch;value_TouchTypeClearance;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_DeletedEventType;value_OutOfPlay;value_Direct;value_Foul;value_Shove/Push;value_Defensive;value_FreeKickTaken;value_SwitchOfPlay;value_Chipped;value_BlockedPass;value_TakeOnSpace;value_TouchTypeControl;value_IntentionalAssist;value_Assist;value_RegularPlay;value_BoxCentre;value_GoalmouthY;value_GoalShotGameClock;value_GkY;value_FirstTouch;value_LowCentre;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkX;value_GoalmouthZ;value_RelatedEventId;value_Assisted;value_RightFooted;value_BigChance;value_KeeperTouched;value_TakeOnOvertake;value_IntendedTackleTarget;value_ShirtPull/Holding;value_Injury;value_InjuredPlayerId;value_Head;value_LayOff;value_OutSwinger;value_Cross;value_BlockedCross;value_NextEventGoalKick;value_NotVisible;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_GoalKick;value_Low;value_HeadPass;value_PlayersCaughtOffside;value_Indirect;value_PenaltyTakerId;value_AttemptedTackle;value_Penalty;value_LeftFooted;value_FantasyAssistType;value_NotAssisted;value_FantasyAssistTeam;value_FantasyAssistedBy;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_LowLeft;value_FantasyAssistId;value_Left;value_Diving;value_Scored;value_SavedOffLine;value_Blocked;value_BlockedY;value_BlockedX;value_SixYardBlocked;value_DefBlock;value_LastLine;value_BoxLeft;value_Right;value_OverhitCross;value_CornerTaken;value_NotPastGoalLine;value_ThroughBall;value_DrivenCross;value_Straight;value_InSwinger;value_TempShotOn;value_Standing;value_Hands;value_Collected;value_Overrun;value_BoxRight;value_LowGkIntervention;value_KeeperThrow;value_FlickOn;value_TouchTypePass;value_HighRight;value_HitBar;value_OutOfBoxCentre;value_HitWoodwork;value_IndividualPlay;value_Fingertip;value_HighGkIntervention;value_FromCorner;value_Volley;value_Weak;value_HighCentre;value_MediumGkIntervention;value_OverArm;value_YellowCard;value_RecklessOffence;value_Minutes;value_High;value_EndType;value_Tactical;value_RefereeDelay;value_OtherReason;value_RefereeStop;value_GkKickFromHands;value_DangerousPlay;value_HighClaim;value_CloseRight;value_HighLeft;value_SetPiece;value_Stooping;value_ParriedDanger;value_Feet;value_FollowsShotRebound;value_Deflection;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2717852479;794;61;1;0;12;dqx48fglv1l96cyrmjdod0xec;0;80,3;90,5;2024-09-02T23:03:52.440Z;2024-09-06T16:53:07Z;[{'id': 5197552807, 'qualifierId': 56, 'value': 'Left'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;f3d45kvur76bbj9ergh1luplg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;12;Austin II;12;FW;1,0
2717145605;6;43;1;0;17;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-09-02T23:03:57.371Z;2024-09-06T16:52:40Z;[{'id': 5193584769, 'qualifierId': 233, 'value': '5'}, {'id': 5193584717, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193584719, 'qualifierId': 286, 'value': '0'}, {'id': 5197552521, 'qualifierId': 144, 'value': '3'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Deleted event;;;;;;;;;;;;;;;;;;;;5,0;;0,0;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;17;Austin II;17;AML;1,0
2717145607;5;12;1;0;17;d0c07im4a6oj8qa7f1zlt3pqs;1;17,7;5,6;2024-09-02T23:03:57.372Z;2024-09-06T16:52:50Z;[{'id': 5197552623, 'qualifierId': 141, 'value': '0.0'}, {'id': 5193584723, 'qualifierId': 56, 'value': 'Back'}, {'id': 5197552621, 'qualifierId': 140, 'value': '24.9'}, {'id': 5197552627, 'qualifierId': 213, 'value': '5.73'}, {'id': 5197552625, 'qualifierId': 212, 'value': '8.9'}, {'id': 5193584721, 'qualifierId': 167}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;f3d45kvur76bbj9ergh1luplg;Clearance;;;;;;;;;;0,0;24,9;;5,73;8,9;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;24,9;0,0;;;;;;;;0;0;17;St. Louis City II;17;DL;1,0
2717145621;6;5;1;0;18;d0c07im4a6oj8qa7f1zlt3pqs;0;28,8;-1,2;2024-09-02T23:03:58.284Z;2024-09-03T00:37:16Z;[{'id': 5193584807, 'qualifierId': 347}, {'id': 5193584805, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193584899, 'qualifierId': 233, 'value': '7'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;f3d45kvur76bbj9ergh1luplg;Out;;;;;;;;;;;;;;;;;;;1,0;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;18;St. Louis City II;18;DL;1,0
2717145637;7;5;1;0;18;dqx48fglv1l96cyrmjdod0xec;1;71,2;101,2;2024-09-02T23:03:58.284Z;2024-09-03T00:37:15Z;[{'id': 5193584881, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193584889, 'qualifierId': 233, 'value': '6'}, {'id': 5193584883, 'qualifierId': 347}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Out;;;;;;;;;;;;;;;;;;;1,0;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;18;Austin II;18;AML;1,0
2717145653;8;1;1;0;24;dqx48fglv1l96cyrmjdod0xec;0;69,2;100,0;2024-09-02T23:04:04.688Z;2024-09-02T23:04:07Z;[{'id': 5193584985, 'qualifierId': 213, 'value': '5.76'}, {'id': 5193584981, 'qualifierId': 141, 'value': '81.2'}, {'id': 5193584987, 'qualifierId': 1}, {'id': 5193584979, 'qualifierId': 140, 'value': '92.8'}, {'id': 5193584977, 'qualifierId': 56, 'value': 'Left'}, {'id': 5193584983, 'qualifierId': 212, 'value': '28.5'}, {'id': 5193584975, 'qualifierId': 107}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;81,2;92,8;;5,76;28,5;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;92,8;81,2;;;;;;;;0;0;24;Austin II;24;DC;1,0
2717145663;7;4;1;0;30;d0c07im4a6oj8qa7f1zlt3pqs;1;13,2;7,8;2024-09-02T23:04:10.324Z;2024-09-03T00:09:06Z;[{'id': 5193585103, 'qualifierId': 152}, {'id': 5193585097, 'qualifierId': 13}, {'id': 5193720387, 'qualifierId': 294}, {'id': 5193585101, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193585105, 'qualifierId': 285}, {'id': 5193585389, 'qualifierId': 233, 'value': '9'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Foul;;;;;;;;;;;;;;;;;;;;9,0;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;30;St. Louis City II;30;DR;1,0
2717145671;9;4;1;0;30;dqx48fglv1l96cyrmjdod0xec;0;86,8;92,2;2024-09-02T23:04:10.325Z;2024-09-03T00:00:20Z;[{'id': 5193585385, 'qualifierId': 152}, {'id': 5193585387, 'qualifierId': 286}, {'id': 5193585379, 'qualifierId': 13}, {'id': 5193708279, 'qualifierId': 294}, {'id': 5193585405, 'qualifierId': 233, 'value': '7'}, {'id': 5193585383, 'qualifierId': 56, 'value': 'Left'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;f3d45kvur76bbj9ergh1luplg;Foul;;;;;;;;;;;;;;;;;;;;7,0;;1,0;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;30;Austin II;30;AML;1,0
2717145711;8;1;1;0;38;d0c07im4a6oj8qa7f1zlt3pqs;1;9,8;16,2;2024-09-02T23:04:18.101Z;2024-09-02T23:04:19Z;[{'id': 5193585283, 'qualifierId': 212, 'value': '16.5'}, {'id': 5193585275, 'qualifierId': 152}, {'id': 5193585277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193585279, 'qualifierId': 140, 'value': '3.5'}, {'id': 5193585281, 'qualifierId': 141, 'value': '38.5'}, {'id': 5193585273, 'qualifierId': 5}, {'id': 5193585285, 'qualifierId': 213, 'value': '1.98'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;38,5;3,5;;1,98;16,5;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;3,5;38,5;;;;;;;;0;0;38;St. Louis City II;38;DL;1,0
2717145721;9;1;1;0;39;d0c07im4a6oj8qa7f1zlt3pqs;1;3,5;38,5;2024-09-02T23:04:19.197Z;2024-09-02T23:04:21Z;[{'id': 5193585333, 'qualifierId': 140, 'value': '12.5'}, {'id': 5193585335, 'qualifierId': 141, 'value': '16.1'}, {'id': 5193585331, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193585337, 'qualifierId': 212, 'value': '17.9'}, {'id': 5193585339, 'qualifierId': 213, 'value': '5.27'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;16,1;12,5;;5,27;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;12,5;16,1;;;;;;;;0;0;39;St. Louis City II;39;GK;1,0
2717145735;10;1;1;0;41;d0c07im4a6oj8qa7f1zlt3pqs;1;12,6;16,4;2024-09-02T23:04:21.125Z;2024-09-02T23:04:24Z;[{'id': 5193585443, 'qualifierId': 213, 'value': '1.24'}, {'id': 5193585433, 'qualifierId': 196}, {'id': 5193585435, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193585441, 'qualifierId': 212, 'value': '47.2'}, {'id': 5193585445, 'qualifierId': 1}, {'id': 5193585437, 'qualifierId': 140, 'value': '27.4'}, {'id': 5193585431, 'qualifierId': 155}, {'id': 5193585439, 'qualifierId': 141, 'value': '82.0'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;82,0;27,4;;1,24;47,2;;1,0;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;27,4;82,0;;;;;;;;0;0;41;St. Louis City II;41;DL;1,0
2717145739;11;1;1;0;45;d0c07im4a6oj8qa7f1zlt3pqs;0;30,9;92,0;2024-09-02T23:04:24.877Z;2024-09-02T23:04:37Z;[{'id': 5193585471, 'qualifierId': 213, 'value': '0.21'}, {'id': 5193585821, 'qualifierId': 286}, {'id': 5193585463, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193585815, 'qualifierId': 236}, {'id': 5193585465, 'qualifierId': 140, 'value': '31.8'}, {'id': 5193585469, 'qualifierId': 212, 'value': '1.0'}, {'id': 5193585817, 'qualifierId': 233, 'value': '10'}, {'id': 5193585467, 'qualifierId': 141, 'value': '92.3'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;92,3;31,8;;0,21;1,0;;;;;;10,0;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;31,8;92,3;;;;;;;;0;0;45;St. Louis City II;45;DC;1,0
2717145767;10;74;1;0;45;dqx48fglv1l96cyrmjdod0xec;1;72,5;2,6;2024-09-02T23:04:24.878Z;2024-09-02T23:56:00Z;[{'id': 5193585827, 'qualifierId': 233, 'value': '11'}, {'id': 5193585635, 'qualifierId': 285}, {'id': 5193585633, 'qualifierId': 56, 'value': 'Right'}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;;f3d45kvur76bbj9ergh1luplg;Blocked Pass;;;;;;;;;;;;;;;;;;;;11,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;45;Austin II;45;DR;1,0
2717145771;11;5;1;0;46;dqx48fglv1l96cyrmjdod0xec;0;69,4;-1,6;2024-09-02T23:04:26.389Z;2024-09-03T00:37:16Z;[{'id': 5193585705, 'qualifierId': 233, 'value': '12'}, {'id': 5193585659, 'qualifierId': 347}, {'id': 5193585657, 'qualifierId': 56, 'value': 'Right'}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;;f3d45kvur76bbj9ergh1luplg;Out;;;;;;;;;;;;;;;;;;;1,0;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;46;Austin II;46;DR;1,0
2717145777;12;5;1;0;46;d0c07im4a6oj8qa7f1zlt3pqs;1;30,6;101,6;2024-09-02T23:04:26.389Z;2024-09-03T00:37:16Z;[{'id': 5193585697, 'qualifierId': 347}, {'id': 5193585699, 'qualifierId': 233, 'value': '11'}, {'id': 5193585695, 'qualifierId': 56, 'value': 'Back'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;f3d45kvur76bbj9ergh1luplg;Out;;;;;;;;;;;;;;;;;;;1,0;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;46;St. Louis City II;46;DC;1,0
2717145783;13;1;1;0;52;d0c07im4a6oj8qa7f1zlt3pqs;1;36,0;100,0;2024-09-02T23:04:31.862Z;2024-09-02T23:04:34Z;[{'id': 5193585715, 'qualifierId': 140, 'value': '31.2'}, {'id': 5193585721, 'qualifierId': 213, 'value': '4.18'}, {'id': 5193585719, 'qualifierId': 212, 'value': '9.9'}, {'id': 5193585717, 'qualifierId': 141, 'value': '88.6'}, {'id': 5193585711, 'qualifierId': 107}, {'id': 5193585713, 'qualifierId': 56, 'value': 'Back'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;88,6;31,2;;4,18;9,9;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;31,2;88,6;;;;;;;;0;0;52;St. Louis City II;52;DC;1,0
2717145799;14;1;1;0;54;d0c07im4a6oj8qa7f1zlt3pqs;1;32,0;88,0;2024-09-02T23:04:34.125Z;2024-09-02T23:04:37Z;[{'id': 5193585835, 'qualifierId': 140, 'value': '14.1'}, {'id': 5193585841, 'qualifierId': 213, 'value': '3.02'}, {'id': 5193585837, 'qualifierId': 141, 'value': '91.5'}, {'id': 5193585839, 'qualifierId': 212, 'value': '18.9'}, {'id': 5193585833, 'qualifierId': 56, 'value': 'Back'}];3cbmr8hg3kszw5wl04p3ol27e;C. Fodrey;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;91,5;14,1;;3,02;18,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;14,1;91,5;;;;;;;;0;0;54;St. Louis City II;54;FWL;1,0
2717145807;15;1;1;0;57;d0c07im4a6oj8qa7f1zlt3pqs;1;14,0;90,8;2024-09-02T23:04:37.389Z;2024-09-02T23:04:41Z;[{'id': 5193585897, 'qualifierId': 141, 'value': '58.4'}, {'id': 5193585899, 'qualifierId': 212, 'value': '24.4'}, {'id': 5193585893, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193585901, 'qualifierId': 213, 'value': '4.27'}, {'id': 5193585895, 'qualifierId': 140, 'value': '4.1'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;58,4;4,1;;4,27;24,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;4,1;58,4;;;;;;;;0;0;57;St. Louis City II;57;DC;1,0
2717145831;16;1;1;1;1;d0c07im4a6oj8qa7f1zlt3pqs;1;4,1;58,4;2024-09-02T23:04:40.902Z;2024-09-02T23:04:46Z;[{'id': 5193586055, 'qualifierId': 140, 'value': '37.7'}, {'id': 5193586059, 'qualifierId': 212, 'value': '46.5'}, {'id': 5193586051, 'qualifierId': 157}, {'id': 5193586057, 'qualifierId': 141, 'value': '13.8'}, {'id': 5193586061, 'qualifierId': 213, 'value': '5.57'}, {'id': 5193586063, 'qualifierId': 1}, {'id': 5193586053, 'qualifierId': 56, 'value': 'Back'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;13,8;37,7;;5,57;46,5;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;37,7;13,8;;;;;;;;0;1;1;St. Louis City II;61;GK;1,0
2717145849;17;1;1;1;6;d0c07im4a6oj8qa7f1zlt3pqs;1;41,1;6,8;2024-09-02T23:04:45.966Z;2024-09-02T23:04:48Z;[{'id': 5193586153, 'qualifierId': 141, 'value': '26.8'}, {'id': 5193586157, 'qualifierId': 213, 'value': '1.18'}, {'id': 5193586151, 'qualifierId': 140, 'value': '46.5'}, {'id': 5193586149, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193586155, 'qualifierId': 212, 'value': '14.7'}];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;26,8;46,5;;1,18;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;46,5;26,8;;;;;;;;0;1;6;St. Louis City II;66;MC;1,0
2717145893;18;1;1;1;8;d0c07im4a6oj8qa7f1zlt3pqs;1;43,5;23,7;2024-09-02T23:04:48.590Z;2024-09-02T23:04:57Z;[{'id': 5193586345, 'qualifierId': 140, 'value': '30.0'}, {'id': 5193586351, 'qualifierId': 213, 'value': '3.86'}, {'id': 5193586347, 'qualifierId': 141, 'value': '5.6'}, {'id': 5193586349, 'qualifierId': 212, 'value': '18.8'}, {'id': 5193586343, 'qualifierId': 56, 'value': 'Back'}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;5,6;30,0;;3,86;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;30,0;5,6;;;;;;;;0;1;8;St. Louis City II;68;FW;1,0
2717145915;19;1;1;1;17;d0c07im4a6oj8qa7f1zlt3pqs;1;34,4;21,5;2024-09-02T23:04:57.254Z;2024-09-02T23:05:01Z;[{'id': 5193586455, 'qualifierId': 140, 'value': '33.2'}, {'id': 5193586461, 'qualifierId': 213, 'value': '1.60'}, {'id': 5193586449, 'qualifierId': 155}, {'id': 5193586457, 'qualifierId': 141, 'value': '92.1'}, {'id': 5193586459, 'qualifierId': 212, 'value': '48.0'}, {'id': 5193586451, 'qualifierId': 196}, {'id': 5193586453, 'qualifierId': 56, 'value': 'Back'}, {'id': 5193586463, 'qualifierId': 1}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;f3d45kvur76bbj9ergh1luplg;Pass;;;;;;;;;;92,1;33,2;;1,6;48,0;;1,0;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;33,2;92,1;;;;;;;;0;1;17;St. Louis City II;77;DR;1,0
2717145913;12;45;1;1;20;dqx48fglv1l96cyrmjdod0xec;0;64,1;5,1;2024-09-02T23:05:00.433Z;2024-09-03T00:37:42Z;[{'id': 5193586445, 'qualifierId': 56, 'value': 'Right'}, {'id': 5193586491, 'qualifierId': 233, 'value': '20'}, {'id': 5193586447, 'qualifierId': 285}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;;f3d45kvur76bbj9ergh1luplg;Challenge;;;;;;;;;;;;;;;;;;;;20,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;1;20;Austin II;80;DR;1,0
2717145917;20;3;1;1;20;d0c07im4a6oj8qa7f1zlt3pqs;1;35,9;94,9;2024-09-02T23:05:00.433Z;2024-09-06T16:57:26Z;[{'id': 5193586487, 'qualifierId': 233, 'value': '12'}, {'id': 5193586469, 'qualifierId': 286}, {'id': 5193586467, 'qualifierId': 56, 'value': 'Back'}, {'id': 5197554989, 'qualifierId': 464}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;f3d45kvur76bbj9ergh1luplg;Take On;;;;;;;;;;;;;;;;;;;;12,0;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;1;20;St. Louis City II;80;DC;1,0
