region,tournament,season,stage,competition,date,time_or_status,home_team,away_team,match_id,home_score,away_score,home_odds,draw_odds,away_odds
252,7,2024-2025,10343,england-championship,"Saturday, Mar 08 2025",FT,West Bromwich Albion,Queens Park Rangers,1827803,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 08 2025",FT,Bristol City,Hull,1827792,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 08 2025",FT,Burnley,Luton,1827789,4,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 08 2025",FT,Coventry,Stoke,1827788,3,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 08 2025",FT,Watford,Millwall,1827780,1,2,,,
252,7,2024-2025,10343,england-championship,"Friday, Mar 07 2025",FT,Norwich,Oxford,1827784,1,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Mar 04 2025",,Preston,Swansea,1827916,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 15 2025",FT,Coventry,Sunderland,1827835,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 15 2025",,Luton,Middlesbrough,1827836,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 15 2025",FT,Blackburn,Cardiff,1827923,1,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",12:30,West Bromwich Albion,Sunderland,1827856,-,-,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Apr 08 2025",19:45,Norwich,Sunderland,1827855,-,-,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Apr 08 2025",19:45,Bristol City,West Bromwich Albion,1827890,-,-,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Apr 08 2025",19:45,Blackburn,Sheffield Wednesday,1827888,-,-,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Apr 08 2025",19:45,Derby,Burnley,1827870,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",15:00,Bristol City,Watford,1827862,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",15:00,Swansea,Derby,1827938,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",15:00,Queens Park Rangers,Cardiff,1827936,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",15:00,Sheffield Wednesday,Hull,1827883,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",15:00,Preston,Stoke,1827880,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",15:00,Plymouth,Norwich,1827877,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",15:00,Oxford,Sheffield United,1827874,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",15:00,Millwall,Portsmouth,1827871,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",12:30,Luton,Leeds,1827868,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Apr 05 2025",12:30,Coventry,Burnley,1827865,-,-,,,
252,7,2024-2025,10343,england-championship,"Friday, Apr 04 2025",20:00,Blackburn,Middlesbrough,1827859,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 15 2025",FT,Swansea,Burnley,1827924,0,2,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Apr 02 2025",19:45,Derby,Preston,1827842,-,-,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",15:00,Portsmouth,Blackburn,1827810,-,-,2.35,3.3,3.09
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",15:00,Sunderland,Millwall,1827815,-,-,1.71,3.7,5.1
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",15:00,Stoke,Queens Park Rangers,1827814,-,-,2.4,3.14,3.15
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",15:00,Burnley,Bristol City,1827841,-,-,1.76,3.52,5.0
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",15:00,Norwich,West Bromwich Albion,1827821,-,-,2.28,3.38,3.15
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",15:00,Cardiff,Sheffield Wednesday,1827925,-,-,2.97,3.42,2.36
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",15:00,Leeds,Swansea,1827886,-,-,1.23,6.05,13.5
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",15:00,Middlesbrough,Oxford,1827844,-,-,1.55,4.3,5.71
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",12:30,Hull,Luton,1827843,-,-,2.11,3.42,3.5
252,7,2024-2025,10343,england-championship,"Saturday, Mar 29 2025",12:30,Watford,Plymouth,1827816,-,-,1.69,3.86,5.0
252,7,2024-2025,10343,england-championship,"Friday, Mar 28 2025",20:00,Sheffield United,Coventry,1827812,-,-,2.0,3.52,3.72
252,7,2024-2025,10343,england-championship,"Sunday, Mar 16 2025",FT,Sheffield Wednesday,Sheffield United,1827839,0,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 15 2025",FT,West Bromwich Albion,Hull,1827840,1,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Stoke,Sunderland,1827123,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Mar 01 2025",FT,Queens Park Rangers,Sheffield United,1827767,1,2,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Watford,Cardiff,1827822,1,2,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 02 2024",FT,Sheffield United,Swansea,1827004,1,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 01 2024",FT,Sunderland,Derby,1826903,2,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 01 2024",FT,Norwich,Leeds,1826879,1,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 01 2024",FT,Cardiff,Millwall,1827014,1,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 01 2024",FT,West Bromwich Albion,Middlesbrough,1826904,0,1,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 02 2024",FT,Stoke,Portsmouth,1826938,6,1,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 02 2024",FT,Preston,Watford,1826881,3,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 02 2024",,Bristol City,Sheffield Wednesday,1826877,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",FT,Sheffield United,Luton,1826949,2,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Oct 04 2024",FT,Sunderland,Leeds,1826951,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",FT,Portsmouth,Oxford,1826947,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",FT,Norwich,Hull,1826944,4,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",,Burnley,Preston,1826940,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",FT,Coventry,Sheffield Wednesday,1826942,1,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",FT,Derby,Queens Park Rangers,1826943,2,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 01 2024",FT,Queens Park Rangers,Hull,1826902,1,3,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 01 2024",FT,Luton,Oxford,1826901,2,2,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 01 2024",FT,Coventry,Blackburn,1826900,3,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 01 2024",FT,Burnley,Plymouth,1826899,1,0,,,
252,7,2024-2025,10343,england-championship,"Sunday, Sep 29 2024",FT,Swansea,Bristol City,1827039,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",FT,Watford,Sunderland,1826878,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",,Portsmouth,Sheffield United,1826895,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",FT,Hull,Cardiff,1827038,4,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",,Oxford,Burnley,1826891,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",FT,Millwall,Preston,1826889,3,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",FT,Middlesbrough,Stoke,1826886,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",FT,Leeds,Coventry,1826884,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",FT,Derby,Norwich,1826882,2,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",FT,Blackburn,Queens Park Rangers,1826880,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 28 2024",FT,Sheffield Wednesday,West Bromwich Albion,1826897,3,2,,,
252,7,2024-2025,10343,england-championship,"Friday, Sep 27 2024",FT,Plymouth,Luton,1826893,3,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Sep 22 2024",FT,Preston,Blackburn,1826912,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",FT,Plymouth,Blackburn,1826946,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",FT,Watford,Middlesbrough,1826953,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",,Burnley,Queens Park Rangers,1826972,0,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 23 2024",FT,Luton,Sunderland,1826935,1,2,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 22 2024",FT,Leeds,Watford,1826982,2,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 22 2024",FT,Cardiff,Portsmouth,1827011,2,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 22 2024",,Sheffield Wednesday,Swansea,1827012,0,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 22 2024",FT,Queens Park Rangers,Coventry,1826979,1,1,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 23 2024",FT,Millwall,Plymouth,1826976,1,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 23 2024",FT,Hull,Burnley,1826983,1,1,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 23 2024",,Blackburn,West Bromwich Albion,1826936,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",,West Bromwich Albion,Millwall,1826955,0,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Oct 23 2024",FT,Middlesbrough,Sheffield United,1826934,1,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Oct 25 2024",FT,Portsmouth,Sheffield Wednesday,1826964,1,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",FT,Coventry,Luton,1826970,3,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",,Bristol City,Leeds,1826974,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",FT,Watford,Blackburn,1827051,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",FT,Swansea,Millwall,1827013,0,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 22 2024",FT,Oxford,Derby,1826981,1,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 22 2024",FT,Preston,Norwich,1826980,2,2,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Oct 22 2024",FT,Stoke,Bristol City,1826960,2,2,,,
252,7,2024-2025,10343,england-championship,"Sunday, Oct 20 2024",FT,Hull,Sunderland,1826957,0,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Queens Park Rangers,Portsmouth,1826986,1,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Sheffield Wednesday,Burnley,1826985,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Stoke,Norwich,1826984,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Blackburn,Swansea,1827009,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Middlesbrough,Bristol City,1826990,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Millwall,Derby,1826989,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Cardiff,Plymouth,1827010,5,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Oxford,West Bromwich Albion,1826988,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Preston,Coventry,1826987,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 19 2024",FT,Luton,Watford,1826978,3,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Oct 18 2024",FT,Leeds,Sheffield United,1826959,2,0,,,
252,7,2024-2025,10343,england-championship,"Sunday, Oct 06 2024",FT,Bristol City,Cardiff,1827006,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 05 2024",,Swansea,Stoke,1827008,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Coventry,Swansea,1827037,1,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Cardiff,Leeds,1827036,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Luton,Sheffield Wednesday,1826910,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Bristol City,Coventry,1826920,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Plymouth,Hull,1826931,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Bristol City,Millwall,1826876,4,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Watford,Stoke,1826854,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Sheffield United,Queens Park Rangers,1826867,2,2,,,
252,7,2024-2025,10343,england-championship,"Sunday, Aug 18 2024",FT,Sunderland,Sheffield Wednesday,1826869,4,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Aug 23 2024",FT,Sheffield Wednesday,Leeds,1826926,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",,Hull,Millwall,1826921,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Burnley,Portsmouth,1826909,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Queens Park Rangers,Plymouth,1826925,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Middlesbrough,Portsmouth,1826922,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Norwich,Sheffield United,1826923,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Preston,Luton,1826924,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Sunderland,Burnley,1826927,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Watford,Derby,1826855,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Norwich,Blackburn,1826930,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Swansea,Preston,1827030,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Burnley,Cardiff,1827029,5,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",,West Bromwich Albion,Leeds,1826918,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Portsmouth,Luton,1826932,0,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 17 2024",FT,Derby,Middlesbrough,1826929,1,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Aug 16 2024",FT,Coventry,Oxford,1826928,3,2,,,
252,7,2024-2025,10343,england-championship,"Monday, Aug 12 2024",FT,Luton,Burnley,1826870,1,4,,,
252,7,2024-2025,10343,england-championship,"Sunday, Aug 11 2024",FT,Sheffield Wednesday,Plymouth,1826868,4,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 10 2024",FT,Stoke,Coventry,1826866,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 10 2024",FT,Queens Park Rangers,West Bromwich Albion,1826864,1,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 10 2024",FT,Oxford,Norwich,1826862,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 10 2024",FT,Millwall,Watford,1826860,2,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 10 2024",FT,Leeds,Portsmouth,1826859,3,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 10 2024",FT,Middlesbrough,Swansea,1826857,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 10 2024",FT,Hull,Bristol City,1826874,1,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Swansea,Luton,1827808,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Stoke,West Bromwich Albion,1826917,1,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 24 2024",FT,Blackburn,Oxford,1826919,2,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Aug 25 2024",FT,Swansea,Cardiff,1827031,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Plymouth,Sunderland,1826894,3,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Bristol City,Oxford,1826908,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,West Bromwich Albion,Plymouth,1826898,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Sheffield United,Derby,1826914,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Queens Park Rangers,Millwall,1826913,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Norwich,Watford,1826911,4,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 21 2024",FT,Sunderland,Middlesbrough,1826916,1,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Sep 20 2024",FT,Stoke,Hull,1826915,1,3,,,
252,7,2024-2025,10343,england-championship,"Sunday, Sep 15 2024",FT,Portsmouth,West Bromwich Albion,1826906,0,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Blackburn,Bristol City,1826883,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Swansea,Norwich,1827035,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Derby,Cardiff,1827034,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Sheffield Wednesday,Queens Park Rangers,1826907,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Middlesbrough,Preston,1826888,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Watford,Coventry,1826905,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Oxford,Stoke,1826892,1,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Aug 30 2024",FT,Luton,Queens Park Rangers,1826863,1,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Millwall,Luton,1826890,0,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Sep 14 2024",FT,Leeds,Burnley,1826887,0,1,,,
252,7,2024-2025,10343,england-championship,"Friday, Sep 13 2024",FT,Hull,Sheffield United,1826885,0,2,,,
252,7,2024-2025,10343,england-championship,"Sunday, Sep 01 2024",FT,Sheffield United,Watford,1826896,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Derby,Bristol City,1826853,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Portsmouth,Sunderland,1826875,1,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Plymouth,Stoke,1826873,0,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Oxford,Preston,1826871,3,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Millwall,Sheffield Wednesday,1826865,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Leeds,Hull,1826861,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,West Bromwich Albion,Swansea,1827033,1,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Cardiff,Middlesbrough,1827023,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Coventry,Norwich,1826858,0,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 31 2024",FT,Burnley,Blackburn,1826856,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",FT,Derby,Hull,1826968,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Aug 10 2024",FT,Cardiff,Sunderland,1826872,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",,West Bromwich Albion,Cardiff,1827002,0,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Dec 11 2024",FT,Hull,Watford,1827076,1,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Dec 10 2024",,Portsmouth,Norwich,1827073,0,0,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Dec 10 2024",FT,Sheffield Wednesday,Blackburn,1827074,0,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Dec 10 2024",FT,Sunderland,Bristol City,1827075,1,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Dec 10 2024",FT,Plymouth,Swansea,1827117,1,2,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Dec 10 2024",FT,Leeds,Middlesbrough,1827005,3,1,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Dec 11 2024",FT,Queens Park Rangers,Oxford,1826991,2,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Dec 11 2024",FT,Cardiff,Preston,1827116,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Sheffield United,Plymouth,1827027,2,0,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Dec 11 2024",FT,Millwall,Sheffield United,1827072,0,1,,,
252,7,2024-2025,10343,england-championship,"Wednesday, Dec 11 2024",FT,West Bromwich Albion,Coventry,1826992,2,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Dec 13 2024",FT,Derby,Portsmouth,1827000,4,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Preston,Leeds,1827026,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Bristol City,Queens Park Rangers,1826996,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Coventry,Hull,1826998,2,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Dec 10 2024",FT,Luton,Stoke,1827007,2,1,,,
252,7,2024-2025,10343,england-championship,"Tuesday, Dec 10 2024",,Burnley,Derby,1827003,0,0,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 08 2024",FT,West Bromwich Albion,Sheffield United,1826993,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 07 2024",FT,Luton,Swansea,1827118,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 07 2024",FT,Hull,Blackburn,1827067,0,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 07 2024",FT,Millwall,Coventry,1827069,0,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 07 2024",FT,Queens Park Rangers,Norwich,1826997,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 07 2024",FT,Portsmouth,Bristol City,1826995,3,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 07 2024",FT,Sunderland,Stoke,1827001,2,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 07 2024",FT,Sheffield Wednesday,Preston,1826999,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 07 2024",FT,Leeds,Derby,1827068,2,0,,,
252,7,2024-2025,10343,england-championship,"Friday, Dec 06 2024",FT,Burnley,Middlesbrough,1827066,1,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 01 2024",FT,Derby,Sheffield Wednesday,1827086,1,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Coventry,Cardiff,1827121,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Swansea,Portsmouth,1827120,2,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Stoke,Burnley,1827092,0,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Preston,West Bromwich Albion,1827090,1,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Blackburn,Luton,1826994,2,0,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Oxford,Sheffield Wednesday,1827025,1,3,,,
252,7,2024-2025,10343,england-championship,"Saturday, Nov 30 2024",FT,Bristol City,Plymouth,1827085,4,0,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Watford,Portsmouth,1827094,2,1,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Bristol City,Luton,1827102,1,0,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Blackburn,Sunderland,1827103,2,2,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Sheffield United,Burnley,1827096,0,2,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Preston,Hull,1827097,1,0,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Norwich,Millwall,1827098,2,1,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Middlesbrough,Sheffield Wednesday,1827099,3,3,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Oxford,Cardiff,1827819,3,2,,,
252,7,2024-2025,10343,england-championship,"Saturday, Dec 14 2024",FT,Swansea,Sunderland,1827114,2,3,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Swansea,Queens Park Rangers,1827820,3,0,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Derby,West Bromwich Albion,1827100,2,1,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Stoke,Leeds,1827095,0,2,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Norwich,Queens Park Rangers,1827129,1,1,,,
252,7,2024-2025,10343,england-championship,"Sunday, Dec 29 2024",FT,Preston,Sheffield Wednesday,1827131,3,1,,,
252,7,2024-2025,10343,england-championship,"Saturday, Oct 26 2024",FT,Plymouth,Preston,1826965,3,3,,,
252,7,2024-2025,10343,england-championship,"Thursday, Dec 26 2024",FT,Coventry,Plymouth,1827101,4,0,,,
